year,unemployment_insurance_fund_id,unemployment_insurance_fund ,gender,age_range_year,days,amount_sek
2009,23,Säljarnas,men,-24,762.0,362616.0
2009,23,Säljarnas,women,-24,416.0,206126.5
2009,23,Säljarnas,men,25-29,3728.0,2150357.0
2009,23,Säljarnas,women,25-29,1934.0,1173188.5
2009,23,Säljarnas,men,30-34,3931.5,2421785.0
2009,23,Säljarnas,women,30-34,2104.5,1262776.5
2009,23,Säljarnas,men,35-39,5920.0,3852369.5
2009,23,Säljarnas,women,35-39,3234.5,1918595.0
2009,23,Säljarnas,men,40-44,10304.5,6847086.5
2009,23,Säljarnas,women,40-44,4515.5,2907932.5
2009,23,Säljarnas,men,45-49,9975.5,6516869.0
2009,23,Säljarnas,women,45-49,4271.5,2627198.0
2009,23,Säljarnas,men,50-54,11392.5,7302388.5
2009,23,Säljarnas,women,50-54,2197.5,1453836.0
2009,23,Säljarnas,men,55-59,13488.0,8479215.0
2009,23,Säljarnas,women,55-59,1946.0,1215785.5
2009,23,Säljarnas,men,60+,15567.5,9795669.0
2009,23,Säljarnas,women,60+,1907.0,1152618.5
2009,26,Elektrikernas,men,-24,41799.0,23277984.0
2009,26,Elektrikernas,women,-24,707.5,420956.0
2009,26,Elektrikernas,men,25-29,21155.0,13031032.0
2009,26,Elektrikernas,women,25-29,939.0,446715.0
2009,26,Elektrikernas,men,30-34,16857.0,10191007.5
2009,26,Elektrikernas,women,30-34,649.0,359151.0
2009,26,Elektrikernas,men,35-39,15376.0,9671200.0
2009,26,Elektrikernas,women,35-39,593.0,353554.0
2009,26,Elektrikernas,men,40-44,19088.0,12360703.0
2009,26,Elektrikernas,women,40-44,484.5,298173.0
2009,26,Elektrikernas,men,45-49,15380.0,9548767.0
2009,26,Elektrikernas,women,45-49,351.0,225973.0
2009,26,Elektrikernas,men,50-54,12005.5,7898611.5
2009,26,Elektrikernas,women,50-54,217.0,71004.0
2009,26,Elektrikernas,men,55-59,14078.0,8952661.5
2009,26,Elektrikernas,women,55-59,158.5,107125.5
2009,26,Elektrikernas,men,60+,14212.5,9087242.5
2009,26,Elektrikernas,women,60+,267.0,134999.5
2009,27,Ledarnas,men,-24,705.5,385770.0
2009,27,Ledarnas,women,-24,227.0,149566.0
2009,27,Ledarnas,men,25-29,5478.0,3270493.0
2009,27,Ledarnas,women,25-29,2175.5,1356563.0
2009,27,Ledarnas,men,30-34,8055.5,5363659.0
2009,27,Ledarnas,women,30-34,4278.5,2694932.0
2009,27,Ledarnas,men,35-39,22138.0,14694609.5
2009,27,Ledarnas,women,35-39,8984.0,5953198.0
2009,27,Ledarnas,men,40-44,31965.0,21171998.0
2009,27,Ledarnas,women,40-44,12663.0,8290314.0
2009,27,Ledarnas,men,45-49,43023.5,28494188.5
2009,27,Ledarnas,women,45-49,15278.0,10208795.5
2009,27,Ledarnas,men,50-54,42500.5,28127483.0
2009,27,Ledarnas,women,50-54,13741.5,8940208.5
2009,27,Ledarnas,men,55-59,49095.0,32424368.0
2009,27,Ledarnas,women,55-59,11433.0,7459623.0
2009,27,Ledarnas,men,60+,98101.0,64025691.0
2009,27,Ledarnas,women,60+,10490.5,6968561.5
2009,36,Byggnadsarbetarnas,men,-24,188785.5,107285933.0
2009,36,Byggnadsarbetarnas,women,-24,5541.0,2922340.5
2009,36,Byggnadsarbetarnas,men,25-29,215108.0,133790655.5
2009,36,Byggnadsarbetarnas,women,25-29,5283.0,2933180.0
2009,36,Byggnadsarbetarnas,men,30-34,159539.0,100824767.0
2009,36,Byggnadsarbetarnas,women,30-34,5299.5,2932078.0
2009,36,Byggnadsarbetarnas,men,35-39,177049.0,113745444.0
2009,36,Byggnadsarbetarnas,women,35-39,5348.0,3293500.0
2009,36,Byggnadsarbetarnas,men,40-44,182112.5,115967911.5
2009,36,Byggnadsarbetarnas,women,40-44,5564.0,3300542.0
2009,36,Byggnadsarbetarnas,men,45-49,172407.5,111199289.5
2009,36,Byggnadsarbetarnas,women,45-49,2459.0,1451140.0
2009,36,Byggnadsarbetarnas,men,50-54,158113.5,101812977.0
2009,36,Byggnadsarbetarnas,women,50-54,1939.0,1138491.5
2009,36,Byggnadsarbetarnas,men,55-59,156935.0,102041455.0
2009,36,Byggnadsarbetarnas,women,55-59,932.0,449509.0
2009,36,Byggnadsarbetarnas,men,60+,195214.5,126372678.0
2009,36,Byggnadsarbetarnas,women,60+,517.5,304844.0
2009,41,Sveriges arbetares,men,-24,5674.0,3050783.0
2009,41,Sveriges arbetares,women,-24,3329.5,1542917.0
2009,41,Sveriges arbetares,men,25-29,18650.0,10692673.0
2009,41,Sveriges arbetares,women,25-29,8358.5,4692111.0
2009,41,Sveriges arbetares,men,30-34,13843.5,7826778.5
2009,41,Sveriges arbetares,women,30-34,9405.5,5208154.5
2009,41,Sveriges arbetares,men,35-39,11060.5,7007769.5
2009,41,Sveriges arbetares,women,35-39,7373.0,4315567.5
2009,41,Sveriges arbetares,men,40-44,17402.5,10855526.5
2009,41,Sveriges arbetares,women,40-44,8779.5,5163348.5
2009,41,Sveriges arbetares,men,45-49,17293.5,10842632.0
2009,41,Sveriges arbetares,women,45-49,9159.0,5387298.5
2009,41,Sveriges arbetares,men,50-54,16700.5,10423028.0
2009,41,Sveriges arbetares,women,50-54,6015.0,3381158.5
2009,41,Sveriges arbetares,men,55-59,20008.5,12697253.5
2009,41,Sveriges arbetares,women,55-59,4034.0,2388963.5
2009,41,Sveriges arbetares,men,60+,16765.5,10614176.5
2009,41,Sveriges arbetares,women,60+,3832.5,2171751.0
2009,44,Pappersindustriarbetarnas,men,-24,11113.5,6108021.5
2009,44,Pappersindustriarbetarnas,women,-24,2918.0,1589969.5
2009,44,Pappersindustriarbetarnas,men,25-29,16443.5,10225767.0
2009,44,Pappersindustriarbetarnas,women,25-29,4898.0,3084016.0
2009,44,Pappersindustriarbetarnas,men,30-34,10175.0,6530359.0
2009,44,Pappersindustriarbetarnas,women,30-34,6463.0,3882996.0
2009,44,Pappersindustriarbetarnas,men,35-39,9575.5,6200152.0
2009,44,Pappersindustriarbetarnas,women,35-39,6884.0,4419846.5
2009,44,Pappersindustriarbetarnas,men,40-44,14886.5,9858859.0
2009,44,Pappersindustriarbetarnas,women,40-44,7629.0,4849953.0
2009,44,Pappersindustriarbetarnas,men,45-49,17441.5,11493251.0
2009,44,Pappersindustriarbetarnas,women,45-49,3836.0,2448256.5
2009,44,Pappersindustriarbetarnas,men,50-54,19326.5,12777682.0
2009,44,Pappersindustriarbetarnas,women,50-54,5498.5,3478002.0
2009,44,Pappersindustriarbetarnas,men,55-59,14715.5,9613449.5
2009,44,Pappersindustriarbetarnas,women,55-59,3969.0,2525780.5
2009,44,Pappersindustriarbetarnas,men,60+,16356.0,10661876.0
2009,44,Pappersindustriarbetarnas,women,60+,2792.5,1648459.0
2009,47,Fastighets,men,-24,8247.0,3926436.0
2009,47,Fastighets,women,-24,8935.0,3804276.0
2009,47,Fastighets,men,25-29,30097.5,16113279.5
2009,47,Fastighets,women,25-29,33645.5,15977979.0
2009,47,Fastighets,men,30-34,39899.5,22319580.5
2009,47,Fastighets,women,30-34,45306.5,22233380.5
2009,47,Fastighets,men,35-39,34615.0,19893318.0
2009,47,Fastighets,women,35-39,50511.0,25740394.0
2009,47,Fastighets,men,40-44,41481.5,24193939.0
2009,47,Fastighets,women,40-44,41158.0,21653692.0
2009,47,Fastighets,men,45-49,33454.0,18956377.5
2009,47,Fastighets,women,45-49,44444.5,22558616.0
2009,47,Fastighets,men,50-54,31844.5,18483483.0
2009,47,Fastighets,women,50-54,26810.5,13685695.5
2009,47,Fastighets,men,55-59,30714.5,17936701.0
2009,47,Fastighets,women,55-59,20299.0,11091523.0
2009,47,Fastighets,men,60+,27953.0,16982566.5
2009,47,Fastighets,women,60+,16075.0,8507606.5
2009,51,Kommunalarbetarnas,men,-24,47603.5,22173396.5
2009,51,Kommunalarbetarnas,women,-24,170311.5,78218341.0
2009,51,Kommunalarbetarnas,men,25-29,137951.0,74027435.5
2009,51,Kommunalarbetarnas,women,25-29,442691.0,225051602.0
2009,51,Kommunalarbetarnas,men,30-34,142448.5,80441759.5
2009,51,Kommunalarbetarnas,women,30-34,483639.5,256605202.0
2009,51,Kommunalarbetarnas,men,35-39,138280.5,79636349.5
2009,51,Kommunalarbetarnas,women,35-39,513219.5,277262527.5
2009,51,Kommunalarbetarnas,men,40-44,172480.5,100133374.0
2009,51,Kommunalarbetarnas,women,40-44,501154.5,274180714.0
2009,51,Kommunalarbetarnas,men,45-49,158942.0,92222191.0
2009,51,Kommunalarbetarnas,women,45-49,438630.0,241900714.0
2009,51,Kommunalarbetarnas,men,50-54,151126.5,88831422.0
2009,51,Kommunalarbetarnas,women,50-54,334428.5,187082009.5
2009,51,Kommunalarbetarnas,men,55-59,135134.0,78553411.5
2009,51,Kommunalarbetarnas,women,55-59,263930.5,146572466.0
2009,51,Kommunalarbetarnas,men,60+,112154.0,66658987.5
2009,51,Kommunalarbetarnas,women,60+,222314.5,124398509.5
2009,52,Journalisternas,men,-24,480.0,257832.0
2009,52,Journalisternas,women,-24,584.0,263269.0
2009,52,Journalisternas,men,25-29,3187.0,1786487.0
2009,52,Journalisternas,women,25-29,8602.0,5016623.0
2009,52,Journalisternas,men,30-34,6295.0,3989033.5
2009,52,Journalisternas,women,30-34,10163.5,6380886.0
2009,52,Journalisternas,men,35-39,7174.0,4680998.5
2009,52,Journalisternas,women,35-39,9672.5,6149322.5
2009,52,Journalisternas,men,40-44,3826.5,2443324.0
2009,52,Journalisternas,women,40-44,7748.5,5004725.5
2009,52,Journalisternas,men,45-49,5281.5,3322484.0
2009,52,Journalisternas,women,45-49,5288.0,3189793.0
2009,52,Journalisternas,men,50-54,3506.5,2111035.0
2009,52,Journalisternas,women,50-54,3432.0,2070133.0
2009,52,Journalisternas,men,55-59,4319.0,2699740.0
2009,52,Journalisternas,women,55-59,3396.5,2183589.0
2009,52,Journalisternas,men,60+,5228.5,3308235.0
2009,52,Journalisternas,women,60+,3141.0,2006640.0
2009,53,Vision,men,-24,2891.5,1373358.5
2009,53,Vision,women,-24,3536.5,1680773.0
2009,53,Vision,men,25-29,8119.5,4714810.5
2009,53,Vision,women,25-29,19230.5,10741003.0
2009,53,Vision,men,30-34,12406.0,7530133.0
2009,53,Vision,women,30-34,32241.5,18520280.5
2009,53,Vision,men,35-39,18532.5,11312659.0
2009,53,Vision,women,35-39,47913.5,27317809.0
2009,53,Vision,men,40-44,21854.0,13623309.0
2009,53,Vision,women,40-44,58391.0,34445232.0
2009,53,Vision,men,45-49,26471.5,16354210.0
2009,53,Vision,women,45-49,69035.0,40169519.0
2009,53,Vision,men,50-54,27288.0,16713417.5
2009,53,Vision,women,50-54,59804.5,35059270.5
2009,53,Vision,men,55-59,29566.5,18187733.0
2009,53,Vision,women,55-59,55539.0,32635547.5
2009,53,Vision,men,60+,33693.0,21352192.5
2009,53,Vision,women,60+,67258.0,39341280.5
2009,55,Akademikernas,men,-24,4574.0,2481573.5
2009,55,Akademikernas,women,-24,4346.0,2049632.5
2009,55,Akademikernas,men,25-29,77954.5,44334321.5
2009,55,Akademikernas,women,25-29,146820.5,83825829.0
2009,55,Akademikernas,men,30-34,145053.0,90507825.5
2009,55,Akademikernas,women,30-34,222145.0,137655006.0
2009,55,Akademikernas,men,35-39,134623.0,87530715.0
2009,55,Akademikernas,women,35-39,209347.0,132709313.5
2009,55,Akademikernas,men,40-44,134940.0,87972118.0
2009,55,Akademikernas,women,40-44,171080.5,108199186.0
2009,55,Akademikernas,men,45-49,125221.5,81671045.5
2009,55,Akademikernas,women,45-49,140520.0,88709451.5
2009,55,Akademikernas,men,50-54,113743.5,74236093.5
2009,55,Akademikernas,women,50-54,108275.0,68917920.0
2009,55,Akademikernas,men,55-59,96482.5,62873668.5
2009,55,Akademikernas,women,55-59,80588.5,51111611.0
2009,55,Akademikernas,men,60+,108354.0,70480749.0
2009,55,Akademikernas,women,60+,86486.0,54697275.0
2009,56,Småföretagarnas,men,-24,6113.0,2915008.5
2009,56,Småföretagarnas,women,-24,5040.0,2007413.0
2009,56,Småföretagarnas,men,25-29,24755.5,12275388.5
2009,56,Småföretagarnas,women,25-29,20655.5,8711176.5
2009,56,Småföretagarnas,men,30-34,43112.0,20951359.5
2009,56,Småföretagarnas,women,30-34,29232.0,13071250.5
2009,56,Småföretagarnas,men,35-39,60553.0,30825070.0
2009,56,Småföretagarnas,women,35-39,53833.0,25629307.5
2009,56,Småföretagarnas,men,40-44,77161.0,40851436.5
2009,56,Småföretagarnas,women,40-44,59150.5,28835842.5
2009,56,Småföretagarnas,men,45-49,89925.5,47915591.0
2009,56,Småföretagarnas,women,45-49,56716.5,27774009.5
2009,56,Småföretagarnas,men,50-54,79653.5,43732347.0
2009,56,Småföretagarnas,women,50-54,43612.0,21687788.0
2009,56,Småföretagarnas,men,55-59,79409.0,44549809.5
2009,56,Småföretagarnas,women,55-59,47453.5,24338665.0
2009,56,Småföretagarnas,men,60+,107752.0,61393359.5
2009,56,Småföretagarnas,women,60+,50781.0,25496038.0
2009,62,Sekos,men,-24,45179.0,24249763.5
2009,62,Sekos,women,-24,12786.5,6283021.0
2009,62,Sekos,men,25-29,71899.5,43090276.0
2009,62,Sekos,women,25-29,30163.5,16220343.5
2009,62,Sekos,men,30-34,63381.5,38499053.5
2009,62,Sekos,women,30-34,31775.0,18094652.5
2009,62,Sekos,men,35-39,52971.5,33338705.0
2009,62,Sekos,women,35-39,34881.5,20654976.0
2009,62,Sekos,men,40-44,63979.0,40512414.0
2009,62,Sekos,women,40-44,41681.0,24230006.0
2009,62,Sekos,men,45-49,67483.5,42699079.0
2009,62,Sekos,women,45-49,39983.0,24053554.0
2009,62,Sekos,men,50-54,68397.0,44222849.5
2009,62,Sekos,women,50-54,31079.5,18973868.0
2009,62,Sekos,men,55-59,70011.0,45618689.0
2009,62,Sekos,women,55-59,28846.0,17172434.5
2009,62,Sekos,men,60+,87241.0,56877141.0
2009,62,Sekos,women,60+,29279.0,17247610.5
2009,65,STs,men,-24,1445.0,814034.0
2009,65,STs,women,-24,2755.5,1272111.5
2009,65,STs,men,25-29,7537.5,4522993.5
2009,65,STs,women,25-29,10579.5,5869929.5
2009,65,STs,men,30-34,8352.0,5276796.0
2009,65,STs,women,30-34,14719.0,8680105.5
2009,65,STs,men,35-39,11274.0,6806697.5
2009,65,STs,women,35-39,24135.0,14423640.5
2009,65,STs,men,40-44,15262.0,9531188.5
2009,65,STs,women,40-44,35061.5,21210332.0
2009,65,STs,men,45-49,13947.0,8802600.5
2009,65,STs,women,45-49,34042.0,20822014.0
2009,65,STs,men,50-54,18368.0,11738999.0
2009,65,STs,women,50-54,38939.5,23595806.0
2009,65,STs,men,55-59,19807.0,12722759.5
2009,65,STs,women,55-59,49308.0,30324891.0
2009,65,STs,men,60+,20263.5,13026963.5
2009,65,STs,women,60+,46199.5,28211857.0
2009,67,IF Metalls,men,-24,534781.5,306003946.0
2009,67,IF Metalls,women,-24,115804.5,65616772.0
2009,67,IF Metalls,men,25-29,887240.5,555020137.5
2009,67,IF Metalls,women,25-29,201479.5,121551773.5
2009,67,IF Metalls,men,30-34,673781.5,423726349.5
2009,67,IF Metalls,women,30-34,201818.0,123042770.0
2009,67,IF Metalls,men,35-39,590784.5,373727222.5
2009,67,IF Metalls,women,35-39,212514.5,130316048.5
2009,67,IF Metalls,men,40-44,573297.5,366174341.0
2009,67,IF Metalls,women,40-44,254645.5,156891943.0
2009,67,IF Metalls,men,45-49,491926.5,315077826.0
2009,67,IF Metalls,women,45-49,193902.5,120700074.0
2009,67,IF Metalls,men,50-54,409729.5,262573093.5
2009,67,IF Metalls,women,50-54,149409.0,93026481.0
2009,67,IF Metalls,men,55-59,333613.0,214826152.5
2009,67,IF Metalls,women,55-59,120798.0,74239120.5
2009,67,IF Metalls,men,60+,344338.5,220484113.5
2009,67,IF Metalls,women,60+,115063.0,70594502.5
2009,68,Lärarnas,men,-24,805.0,426230.5
2009,68,Lärarnas,women,-24,1851.0,897075.5
2009,68,Lärarnas,men,25-29,8332.5,4822021.5
2009,68,Lärarnas,women,25-29,39355.0,22326221.0
2009,68,Lärarnas,men,30-34,16821.5,10373786.5
2009,68,Lärarnas,women,30-34,61123.5,36794479.5
2009,68,Lärarnas,men,35-39,16979.5,10546927.5
2009,68,Lärarnas,women,35-39,63950.0,38568134.5
2009,68,Lärarnas,men,40-44,17870.0,11346012.5
2009,68,Lärarnas,women,40-44,62801.5,37842706.0
2009,68,Lärarnas,men,45-49,17828.0,11242643.5
2009,68,Lärarnas,women,45-49,56158.5,33559964.5
2009,68,Lärarnas,men,50-54,20218.0,12616968.0
2009,68,Lärarnas,women,50-54,49157.0,28678188.5
2009,68,Lärarnas,men,55-59,24514.5,15491565.0
2009,68,Lärarnas,women,55-59,46104.0,28243252.5
2009,68,Lärarnas,men,60+,29781.5,18713294.0
2009,68,Lärarnas,women,60+,48886.0,29914996.0
2009,69,Alfa,men,-24,378430.5,111041591.0
2009,69,Alfa,women,-24,238709.5,67643871.0
2009,69,Alfa,men,25-29,466639.5,164089962.0
2009,69,Alfa,women,25-29,328235.0,112396813.5
2009,69,Alfa,men,30-34,328626.5,122538717.0
2009,69,Alfa,women,30-34,208627.5,78330115.5
2009,69,Alfa,men,35-39,235547.5,87581907.0
2009,69,Alfa,women,35-39,150775.0,54106698.5
2009,69,Alfa,men,40-44,214238.5,79585925.0
2009,69,Alfa,women,40-44,134389.0,48475969.0
2009,69,Alfa,men,45-49,205966.0,74568193.0
2009,69,Alfa,women,45-49,120802.0,41547170.5
2009,69,Alfa,men,50-54,173613.0,64225409.5
2009,69,Alfa,women,50-54,77269.5,27465668.0
2009,69,Alfa,men,55-59,142966.0,54999978.5
2009,69,Alfa,women,55-59,69297.5,25246275.5
2009,69,Alfa,men,60+,103560.0,42263053.5
2009,69,Alfa,women,60+,42913.5,17348804.0
2009,70,Finans- och Försäkringsbranschens,men,-24,1516.0,800491.0
2009,70,Finans- och Försäkringsbranschens,women,-24,3145.0,1528502.0
2009,70,Finans- och Försäkringsbranschens,men,25-29,6093.0,3436038.0
2009,70,Finans- och Försäkringsbranschens,women,25-29,9453.5,5419996.5
2009,70,Finans- och Försäkringsbranschens,men,30-34,6884.0,4128662.5
2009,70,Finans- och Försäkringsbranschens,women,30-34,12217.0,7518404.5
2009,70,Finans- och Försäkringsbranschens,men,35-39,6315.0,3997382.0
2009,70,Finans- och Försäkringsbranschens,women,35-39,12522.5,7735118.0
2009,70,Finans- och Försäkringsbranschens,men,40-44,7144.5,4618299.0
2009,70,Finans- och Försäkringsbranschens,women,40-44,12216.5,7457558.0
2009,70,Finans- och Försäkringsbranschens,men,45-49,9224.5,5890003.0
2009,70,Finans- och Försäkringsbranschens,women,45-49,8830.5,5468999.0
2009,70,Finans- och Försäkringsbranschens,men,50-54,7543.5,4924664.5
2009,70,Finans- och Försäkringsbranschens,women,50-54,7481.0,4477730.5
2009,70,Finans- och Försäkringsbranschens,men,55-59,7935.5,5207113.0
2009,70,Finans- och Försäkringsbranschens,women,55-59,10442.0,6409354.0
2009,70,Finans- och Försäkringsbranschens,men,60+,7255.5,4691151.0
2009,70,Finans- och Försäkringsbranschens,women,60+,22022.5,13121903.5
2010,4,Handelsanställdas,men,-24,29998.0,15655829.5
2010,4,Handelsanställdas,women,-24,59132.5,28060828.5
2010,4,Handelsanställdas,men,25-29,108814.0,63849372.5
2010,4,Handelsanställdas,women,25-29,174223.0,95131979.95
2010,4,Handelsanställdas,men,30-34,111108.5,66738828.0
2010,4,Handelsanställdas,women,30-34,175714.0,99834844.0
2010,4,Handelsanställdas,men,35-39,104176.5,63323978.5
2010,4,Handelsanställdas,women,35-39,174546.0,100590544.0
2010,4,Handelsanställdas,men,40-44,93268.5,56229354.5
2010,4,Handelsanställdas,women,40-44,152787.5,88906895.5
2010,4,Handelsanställdas,men,45-49,83864.0,51339013.5
2010,4,Handelsanställdas,women,45-49,119295.0,69008054.0
2010,4,Handelsanställdas,men,50-54,71151.5,43723404.5
2010,4,Handelsanställdas,women,50-54,84325.0,47778325.5
2010,4,Handelsanställdas,men,55-59,65342.5,40227796.5
2010,4,Handelsanställdas,women,55-59,82820.0,47368234.5
2010,4,Handelsanställdas,men,60+,66331.0,41117796.5
2010,4,Handelsanställdas,women,60+,123374.0,69993076.5
2010,6,GS,men,-24,24256.0,12941877.0
2010,6,GS,women,-24,5101.0,2711488.0
2010,6,GS,men,25-29,55145.0,33326206.5
2010,6,GS,women,25-29,12868.5,7399941.5
2010,6,GS,men,30-34,54069.5,33764545.0
2010,6,GS,women,30-34,15039.0,8813441.5
2010,6,GS,men,35-39,58435.0,36781665.0
2010,6,GS,women,35-39,25903.5,15532590.5
2010,6,GS,men,40-44,77946.0,49154864.5
2010,6,GS,women,40-44,29648.0,17932360.0
2010,6,GS,men,45-49,85308.5,54130783.0
2010,6,GS,women,45-49,31394.5,19654677.0
2010,6,GS,men,50-54,79040.0,50318475.0
2010,6,GS,women,50-54,25382.0,15581449.5
2010,6,GS,men,55-59,90550.5,58289138.5
2010,6,GS,women,55-59,23117.0,14791405.0
2010,6,GS,men,60+,117156.5,75868650.0
2010,6,GS,women,60+,33110.0,20101879.5
2010,10,Livsmedelsarbetarnas,men,-24,11838.0,6279843.0
2010,10,Livsmedelsarbetarnas,women,-24,8391.0,4365215.5
2010,10,Livsmedelsarbetarnas,men,25-29,35903.5,21172392.0
2010,10,Livsmedelsarbetarnas,women,25-29,24259.0,13564285.0
2010,10,Livsmedelsarbetarnas,men,30-34,39357.5,23631088.0
2010,10,Livsmedelsarbetarnas,women,30-34,25565.5,14868843.5
2010,10,Livsmedelsarbetarnas,men,35-39,37488.0,22875306.5
2010,10,Livsmedelsarbetarnas,women,35-39,26376.0,15404826.5
2010,10,Livsmedelsarbetarnas,men,40-44,30067.5,18451267.5
2010,10,Livsmedelsarbetarnas,women,40-44,27069.0,15782186.0
2010,10,Livsmedelsarbetarnas,men,45-49,29209.0,18083407.5
2010,10,Livsmedelsarbetarnas,women,45-49,22197.0,13208075.5
2010,10,Livsmedelsarbetarnas,men,50-54,26291.0,16513438.0
2010,10,Livsmedelsarbetarnas,women,50-54,13493.5,8140259.0
2010,10,Livsmedelsarbetarnas,men,55-59,20967.5,13181769.5
2010,10,Livsmedelsarbetarnas,women,55-59,12896.0,7676069.5
2010,10,Livsmedelsarbetarnas,men,60+,31330.0,19996166.0
2010,10,Livsmedelsarbetarnas,women,60+,13469.0,8207668.0
2010,14,Unionens,men,-24,39926.5,19899630.5
2010,14,Unionens,women,-24,44153.0,21501970.0
2010,14,Unionens,men,25-29,133736.0,77827254.5
2010,14,Unionens,women,25-29,166548.0,94295812.5
2010,14,Unionens,men,30-34,203763.5,127947689.0
2010,14,Unionens,women,30-34,275378.5,166992299.5
2010,14,Unionens,men,35-39,261142.5,168580940.0
2010,14,Unionens,women,35-39,366758.0,227994577.0
2010,14,Unionens,men,40-44,297985.0,193917076.5
2010,14,Unionens,women,40-44,388557.0,242543277.0
2010,14,Unionens,men,45-49,293792.5,190675160.5
2010,14,Unionens,women,45-49,373751.0,233716094.5
2010,14,Unionens,men,50-54,273469.0,176636851.0
2010,14,Unionens,women,50-54,292364.5,181481390.0
2010,14,Unionens,men,55-59,279982.5,182316967.5
2010,14,Unionens,women,55-59,288070.5,179199178.0
2010,14,Unionens,men,60+,440501.0,285284247.5
2010,14,Unionens,women,60+,425795.5,262820988.0
2010,19,Transportarbetarnas,men,-24,29475.5,16169751.5
2010,19,Transportarbetarnas,women,-24,10701.0,5867261.5
2010,19,Transportarbetarnas,men,25-29,86332.5,51795860.0
2010,19,Transportarbetarnas,women,25-29,24327.0,13952424.0
2010,19,Transportarbetarnas,men,30-34,90255.5,54800728.0
2010,19,Transportarbetarnas,women,30-34,27279.0,16290810.0
2010,19,Transportarbetarnas,men,35-39,82907.5,51517957.5
2010,19,Transportarbetarnas,women,35-39,27169.5,16174983.0
2010,19,Transportarbetarnas,men,40-44,94109.5,58540589.0
2010,19,Transportarbetarnas,women,40-44,25940.0,15661309.5
2010,19,Transportarbetarnas,men,45-49,104956.5,66186437.0
2010,19,Transportarbetarnas,women,45-49,22820.5,13574943.5
2010,19,Transportarbetarnas,men,50-54,92492.5,57557897.0
2010,19,Transportarbetarnas,women,50-54,14602.5,9127407.5
2010,19,Transportarbetarnas,men,55-59,87810.5,55476875.5
2010,19,Transportarbetarnas,women,55-59,9558.0,5810574.5
2010,19,Transportarbetarnas,men,60+,97447.5,62298287.0
2010,19,Transportarbetarnas,women,60+,10997.5,6525919.5
2010,22,Hotell- och Restauranganställdas,men,-24,14637.0,6439055.5
2010,22,Hotell- och Restauranganställdas,women,-24,33349.0,15245205.0
2010,22,Hotell- och Restauranganställdas,men,25-29,51811.0,27463228.0
2010,22,Hotell- och Restauranganställdas,women,25-29,88136.5,44266833.5
2010,22,Hotell- och Restauranganställdas,men,30-34,64905.0,34422370.0
2010,22,Hotell- och Restauranganställdas,women,30-34,88048.5,47360076.0
2010,22,Hotell- och Restauranganställdas,men,35-39,52068.0,27818617.5
2010,22,Hotell- och Restauranganställdas,women,35-39,80235.5,43806669.0
2010,22,Hotell- och Restauranganställdas,men,40-44,51883.5,28508073.5
2010,22,Hotell- och Restauranganställdas,women,40-44,78477.0,42192480.0
2010,22,Hotell- och Restauranganställdas,men,45-49,45760.5,25150860.5
2010,22,Hotell- och Restauranganställdas,women,45-49,56852.0,30875640.0
2010,22,Hotell- och Restauranganställdas,men,50-54,32647.5,17776486.5
2010,22,Hotell- och Restauranganställdas,women,50-54,41180.5,22342742.5
2010,22,Hotell- och Restauranganställdas,men,55-59,26649.5,15025167.5
2010,22,Hotell- och Restauranganställdas,women,55-59,32720.0,17645101.0
2010,22,Hotell- och Restauranganställdas,men,60+,17620.5,10331435.5
2010,22,Hotell- och Restauranganställdas,women,60+,34495.5,19895024.5
2010,23,Säljarnas,men,-24,1159.5,470281.0
2010,23,Säljarnas,women,-24,1003.5,433399.5
2010,23,Säljarnas,men,25-29,2410.5,1328631.0
2010,23,Säljarnas,women,25-29,1850.5,1001146.5
2010,23,Säljarnas,men,30-34,6206.0,3852796.0
2010,23,Säljarnas,women,30-34,2553.5,1584794.5
2010,23,Säljarnas,men,35-39,6008.0,3896459.5
2010,23,Säljarnas,women,35-39,3336.0,1986461.0
2010,23,Säljarnas,men,40-44,9648.0,6131729.0
2010,23,Säljarnas,women,40-44,3907.5,2504915.5
2010,23,Säljarnas,men,45-49,13902.0,8767944.0
2010,23,Säljarnas,women,45-49,3370.0,2081403.0
2010,23,Säljarnas,men,50-54,8988.0,5835339.5
2010,23,Säljarnas,women,50-54,1767.5,1142098.0
2010,23,Säljarnas,men,55-59,13646.0,8371960.5
2010,23,Säljarnas,women,55-59,2161.0,1305344.5
2010,23,Säljarnas,men,60+,15896.5,9861466.0
2010,23,Säljarnas,women,60+,1826.5,1094030.5
2010,26,Elektrikernas,men,-24,32304.5,19180179.0
2010,26,Elektrikernas,women,-24,654.0,382406.0
2010,26,Elektrikernas,men,25-29,24084.5,14828420.5
2010,26,Elektrikernas,women,25-29,688.5,439762.5
2010,26,Elektrikernas,men,30-34,18440.0,11420458.5
2010,26,Elektrikernas,women,30-34,211.0,134458.0
2010,26,Elektrikernas,men,35-39,16709.0,10415865.5
2010,26,Elektrikernas,women,35-39,163.0,110840.0
2010,26,Elektrikernas,men,40-44,18410.0,12025769.5
2010,26,Elektrikernas,women,40-44,657.0,400446.0
2010,26,Elektrikernas,men,45-49,18281.0,11785439.5
2010,26,Elektrikernas,women,45-49,419.5,252530.5
2010,26,Elektrikernas,men,50-54,13801.5,9015831.5
2010,26,Elektrikernas,women,50-54,163.0,53489.0
